,Unnamed: 0.1,Unnamed: 0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,159081,159081,0.9696600509281592,-0.721765928070671,1.4217512662421274,-0.6424835016335592,-0.2148910627585259,0.7244889640822014,0.3526754116301256,-2.253151571856016
1,189372,189372,1.2345657366269276,-0.9594077387091852,0.076839627361351,0.0707589224943291,0.5373503393259045,-0.8175248457848598,1.0195614225844127,-0.3426901073360058
2,47355,47355,0.5996751634817349,-0.9949525271044348,0.5028080753572884,-0.8292553884774165,0.3177724300008629,-0.7606963507653969,-1.0822577902492765,0.8816030162844734
3,41749,41749,-1.422636119712133,0.2303873551663755,-0.836567125244528,0.990473304393257,-1.125440562010651,-0.0408129555177147,1.939983671571808,1.1212131711881412
4,19475,19475,-1.4279292103291448,-0.8142964394133213,-0.2440370351028815,-0.974504580074808,0.0481989370312667,0.4086702642844092,-1.6120564503546286,-0.1849715898713928
5,36659,36659,-0.9552524393348562,-1.052617287873306,-1.6994154664170944,-0.8116877213022786,0.3553098887848842,0.7105332063227489,-1.1827685531651455,0.9326557771312664
6,40263,40263,-0.4224585193494667,1.1965326129334335,-0.3545274837390242,0.011384778337702,0.3589145873410252,1.181701365138934,-0.1618781701030898,-0.1578392708458476
7,108914,108914,-0.2144471334705047,-0.917654598506936,0.0697005496578824,-0.4172600273928068,-0.0897156146589384,-0.819328383797418,-1.4830009438214138,-0.6119572780615614
8,99869,99869,0.3438814105192767,0.1145355676752946,0.5032786616873959,-0.2818275271686806,0.2628017852964587,-0.7298910432604142,-0.7922130885682039,-0.0986706128359752
9,175740,175740,1.8955847189613344,-0.945874908081754,0.1038823880126243,2.0170347821483774,-1.6538657645798138,-0.7590240335827942,1.4645845742143002,0.69186338395318
10,139784,139784,0.9198577922363088,-1.0538663736652698,-1.0869156804837108,0.3564576075198331,-1.9205339106990773,0.0498341397020051,1.2064184947956136,1.6419246112529573
11,180951,180951,0.2163198997440911,0.224062450268737,1.582044604348334,-1.1743055782023395,-0.3359848933814564,0.6542216227610791,-1.149849208125847,0.4025349449637443
12,23858,23858,1.7001732748990428,2.226669994930356,1.1469578908284748,0.7842498745897981,1.6190776308258428,-0.9487919236876984,0.4443226429783821,0.6804214535755168
13,38891,38891,-2.319590243580832,-0.5419059757189586,0.4942563323825897,0.2110329261759449,0.7100500177900795,-1.0013132181201954,0.152537573575944,-0.81117316106531
14,107440,107440,1.1006946501105976,0.1212378625486116,0.9126750480410156,0.3715948040193474,0.3162842434817803,-1.3653970924356946,-0.1011132771853669,-0.3016012231299581
15,120441,120441,-0.3630261425112112,2.1058810441344096,0.3797410664843539,-0.522024401248413,-0.3213474625975553,-1.5815751153415587,-1.8709040639321604,-0.7630296758348929
16,179851,179851,0.2475997237475869,-0.7858649403108197,-0.6141838319050473,1.179812899838485,0.4055969785756297,0.7381731819457711,-0.1364728699648742,-1.5389993742641157
17,191530,191530,-1.3396518706856329,-0.8553064982775141,0.0291734910308447,-1.249447416705258,-0.1417841224607154,-0.6503104477798753,-1.623210011079463,-0.0432227047792749
18,75510,75510,0.66491942833041,0.1003226194476739,0.5280746059083757,-0.1228397795390561,0.56185504660239,-1.119350155228788,-0.0244552759223547,0.6751211497957622
19,167513,167513,-0.0079310847233499,0.1855035631369865,0.700695352243351,0.8525083181407617,-1.7291670525392688,-1.726301925278102,0.6633951755043364,0.5959356871380341
20,118222,118222,-0.1945179429403844,-0.8583636992861017,0.1332725557828608,-0.5788609641830874,0.1329234013275459,-0.5843159522022513,-0.8345373123013965,-1.563082513367969
21,86879,86879,0.6601072558591021,-0.18133586022483,-2.027643528601683,-0.0324590075798033,1.4869700186821877,-0.4102352705745502,1.0424817969861055,1.2719595928228586
22,49052,49052,1.4974762080936517,-1.0345709942845354,-0.10789291469147,0.5749836754630252,0.4871998397669095,-0.365005574559268,0.3425888859689436,-0.4548026075379109
23,10022,10022,-0.7554932154691196,-0.8697135086083526,0.168212839075432,-0.5415636863597654,0.1324553557988607,-1.0656137678213222,-0.2565501173679038,0.0082006797849024
24,5290,5290,2.235595957943106,0.9494140806982944,-0.0646381245023585,1.2400813550742391,0.8084041527679445,0.7299627268759967,-1.7502071332881386,1.2076090214792763
25,109701,109701,0.7083758165840083,2.139299066087803,0.6643924976466101,-1.1641879594425582,0.0608246882938096,1.056995086521695,0.4736211907348372,0.524132448001316
26,40823,40823,0.2138460126475967,0.8398106707534735,-0.9643886116205268,-2.032370879446558,1.143881613237696,-0.988394100498202,2.5364328799027374,1.52345430524131
27,9758,9758,-0.1593640243905255,0.083809187176412,-0.2546244120535941,-0.5006828396199354,0.7294384087422767,-0.357153502804052,0.6963406411614762,0.6108126220814969
28,86588,86588,1.8578142371460675,-1.215202191158959,-0.5020611191922434,-1.6876020214194547,0.0251929221419924,-1.2007965757804293,1.0868089436985284,-0.7373414992256417
29,109477,109477,-1.201279974357597,0.4603250673334993,2.253214553061601,-1.9169511178485403,-0.4582070994621275,1.326185049575504,-0.017456867815716,0.7900672468316716
30,184395,184395,0.8514492942590144,1.3864208546792969,1.9511356271022315,0.5391256691557558,-0.0261223524495583,0.9884040230925192,-0.7071415744168665,0.596014269344303
31,27339,27339,0.8454412673273072,0.2999826613191276,1.086239040879641,-0.1057581376254395,-0.1210357980703109,1.2572288022463374,0.9732537369266432,-1.1382530545162042
32,130944,130944,4.063771625748545,-0.123020609217018,0.3989113518038731,0.5407511103721875,-0.0502230689259327,-0.5337463790848412,-0.9432569164910152,-1.7355014911179922
33,135749,135749,1.8186810167935987,-0.8332737489103125,1.134325835405912,-0.6074947208030548,0.2275550374219751,1.2625249722047136,0.8558364167357214,-0.4372441407899539
